number_of_rows,ip,incoming_num,outgoing_num,user_type
643,42.219.144.208,642,0,2
643,42.219.144.160,642,0,2
642,42.219.158.168,641,0,2
642,42.219.157.62,641,0,2
642,42.219.157.56,641,0,2
642,42.219.157.116,641,0,2
642,42.219.154.72,641,0,2
642,42.219.154.22,641,0,2
642,42.219.151.214,641,0,2
642,42.219.149.22,641,0,2
642,42.219.149.105,641,0,2
642,42.219.148.52,641,0,2
642,42.219.148.45,641,0,2
642,42.219.147.39,641,0,2
642,42.219.147.206,641,0,2
642,42.219.145.63,641,0,2
642,42.219.145.175,641,0,2
642,42.219.144.178,641,0,2
641,42.219.159.245,640,0,2
641,42.219.159.238,640,0,2
641,42.219.157.68,640,0,2
641,42.219.157.42,640,0,2
641,42.219.154.199,640,0,2
641,42.219.152.163,640,0,2
641,42.219.152.139,640,0,2
641,42.219.149.186,640,0,2
641,42.219.148.231,640,0,2
641,42.219.145.81,640,0,2
641,42.219.145.58,640,0,2
641,42.219.145.47,640,0,2
640,42.219.155.109,639,0,2
640,42.219.151.248,639,0,2
640,42.219.151.147,639,0,2
640,42.219.146.143,639,0,2
640,42.219.145.62,639,0,2
640,42.219.144.247,639,0,2
640,42.219.144.165,639,0,2
639,42.219.159.217,637,0,2
639,42.219.157.60,638,0,2
639,42.219.156.128,638,0,2
639,42.219.155.48,638,0,2
639,42.219.155.39,638,0,2
639,42.219.153.87,638,0,2
639,42.219.153.32,638,0,2
639,42.219.152.172,638,0,2
639,42.219.149.229,638,0,2
639,42.219.148.115,638,0,2
639,42.219.146.62,638,0,2
639,42.219.145.64,638,0,2
639,42.219.145.113,638,0,2
639,42.219.144.231,638,0,2
639,42.219.144.170,638,0,2
638,42.219.159.236,637,0,2
638,42.219.158.138,637,0,2
638,42.219.158.129,637,0,2
638,42.219.157.103,637,0,2
638,42.219.154.42,637,0,2
638,42.219.152.223,637,0,2
638,42.219.151.177,637,0,2
638,42.219.150.185,637,0,2
638,42.219.150.150,637,0,2
638,42.219.147.121,637,0,2
638,42.219.144.217,637,0,2
638,42.219.144.163,637,0,2
637,42.219.157.95,636,0,2
637,42.219.157.58,636,0,2
637,42.219.156.135,636,0,2
637,42.219.155.53,636,0,2
637,42.219.154.84,636,0,2
637,42.219.154.73,636,0,2
637,42.219.154.15,636,0,2
637,42.219.152.152,636,0,2
637,42.219.151.187,636,0,2
637,42.219.151.162,636,0,2
637,42.219.150.212,636,0,2
637,42.219.149.49,636,0,2
637,42.219.149.218,636,0,2
637,42.219.149.193,636,0,2
637,42.219.148.17,636,0,2
637,42.219.148.136,636,0,2
637,42.219.148.101,636,0,2
637,42.219.146.254,636,0,2
637,42.219.146.253,636,0,2
637,42.219.145.96,636,0,2
637,42.219.145.90,636,0,2
637,42.219.145.7,636,0,2
637,42.219.145.68,636,0,2
636,42.219.159.81,635,0,2
636,42.219.159.230,635,0,2
636,42.219.157.117,635,0,2
636,42.219.156.138,635,0,2
636,42.219.153.97,635,0,2
636,42.219.153.50,635,0,2
636,42.219.152.184,635,0,2
636,42.219.152.160,635,0,2
636,42.219.152.154,635,0,2
636,42.219.151.209,635,0,2
636,42.219.151.170,635,0,2
636,42.219.150.187,635,0,2
636,42.219.147.27,635,0,2
636,42.219.145.86,635,0,2
636,42.219.145.77,635,0,2
636,42.219.145.52,635,0,2
636,42.219.145.34,635,0,2
636,42.219.145.33,635,0,2
636,42.219.145.118,635,0,2
636,42.219.144.175,635,0,2
636,42.219.144.161,635,0,2
635,42.219.159.227,634,0,2
635,42.219.156.251,634,0,2
635,42.219.152.194,634,0,2
635,42.219.150.161,634,0,2
635,42.219.149.185,634,0,2
635,42.219.149.164,634,0,2
635,42.219.148.93,634,0,2
635,42.219.148.65,634,0,2
635,42.219.148.58,634,0,2
635,42.219.148.124,634,0,2
635,42.219.148.122,634,0,2
635,42.219.147.31,634,0,2
635,42.219.147.178,634,0,2
635,42.219.147.105,634,0,2
635,42.219.146.183,634,0,2
635,42.219.146.158,634,0,2
635,42.219.145.65,634,0,2
635,42.219.145.37,634,0,2
635,42.219.144.215,634,0,2
634,42.219.159.247,633,0,2
634,42.219.158.139,633,0,2
634,42.219.154.126,633,0,2
634,42.219.152.168,633,0,2
634,42.219.151.197,633,0,2
634,42.219.151.164,633,0,2
634,42.219.150.245,633,0,2
634,42.219.150.239,633,0,2
634,42.219.150.219,633,0,2
634,42.219.150.197,633,0,2
634,42.219.150.184,633,0,2
634,42.219.150.182,633,0,2
634,42.219.149.53,633,0,2
634,42.219.148.98,633,0,2
634,42.219.148.77,633,0,2
634,42.219.148.42,633,0,2
634,42.219.148.4,633,0,2
634,42.219.148.27,633,0,2
634,42.219.145.53,633,0,2
634,42.219.145.14,633,0,2
634,42.219.144.137,633,0,2
633,42.219.159.239,632,0,2
633,42.219.158.136,632,0,2
633,42.219.158.135,632,0,2
633,42.219.156.247,632,0,2
633,42.219.156.106,632,0,2
633,42.219.155.76,632,0,2
633,42.219.155.62,632,0,2
633,42.219.155.54,632,0,2
633,42.219.155.202,632,0,2
633,42.219.155.156,632,0,2
633,42.219.154.47,632,0,2
633,42.219.154.13,632,0,2
633,42.219.153.34,587,44,0
633,42.219.153.232,596,35,0
633,42.219.152.165,632,0,2
633,42.219.151.251,632,0,2
633,42.219.150.232,632,0,2
633,42.219.149.201,632,0,2
633,42.219.149.158,632,0,2
633,42.219.148.79,632,0,2
633,42.219.148.34,632,0,2
633,42.219.148.131,632,0,2
633,42.219.147.208,632,0,2
633,42.219.147.205,632,0,2
633,42.219.146.55,632,0,2
633,42.219.144.185,632,0,2
633,42.219.144.159,632,0,2
633,42.219.144.148,632,0,2
633,42.219.144.139,632,0,2
632,42.219.157.17,631,0,2
632,42.219.157.140,631,0,2
632,42.219.157.112,631,0,2
632,42.219.156.250,631,0,2
632,42.219.151.252,631,0,2
632,42.219.149.165,631,0,2
632,42.219.149.138,631,0,2
632,42.219.148.18,631,0,2
632,42.219.145.79,631,0,2
632,42.219.144.246,631,0,2
631,42.219.158.132,630,0,2
631,42.219.157.93,630,0,2
631,42.219.157.122,630,0,2
631,42.219.156.137,630,0,2
631,42.219.154.9,630,0,2
631,42.219.154.87,630,0,2
631,42.219.154.65,630,0,2
631,42.219.154.38,630,0,2
631,42.219.152.232,630,0,2
631,42.219.152.188,630,0,2
631,42.219.151.217,630,0,2
631,42.219.150.162,630,0,2
631,42.219.150.160,630,0,2
631,42.219.148.30,630,0,2
631,42.219.148.228,630,0,2
631,42.219.148.100,630,0,2
631,42.219.147.70,630,0,2
631,42.219.146.238,630,0,2
631,42.219.145.87,630,0,2
631,42.219.144.199,630,0,2
631,42.219.144.193,630,0,2
631,42.219.144.153,630,0,2
630,42.219.156.192,629,0,2
630,42.219.156.145,629,0,2
630,42.219.154.5,629,0,2
630,42.219.153.201,577,51,0
630,42.219.152.182,629,0,2
630,42.219.150.250,629,0,2
630,42.219.149.220,629,0,2
630,42.219.149.167,629,0,2
630,42.219.149.11,629,0,2
630,42.219.148.201,629,0,2
630,42.219.148.107,629,0,2
630,42.219.147.69,629,0,2
630,42.219.146.137,629,0,2
630,42.219.145.16,629,0,2
630,42.219.144.55,629,0,2
630,42.219.144.229,629,0,2
629,42.219.159.155,628,0,2
629,42.219.156.217,628,0,2
629,42.219.156.150,628,0,2
629,42.219.155.35,628,0,2
629,42.219.155.16,628,0,2
629,42.219.153.22,628,0,2
629,42.219.152.98,628,0,2
629,42.219.152.169,628,0,2
629,42.219.150.230,628,0,2
629,42.219.149.203,628,0,2
629,42.219.149.184,628,0,2
629,42.219.149.134,628,0,2
629,42.219.149.130,628,0,2
629,42.219.148.85,628,0,2
629,42.219.148.175,628,0,2
629,42.219.148.108,628,0,2
629,42.219.147.73,628,0,2
629,42.219.147.37,628,0,2
629,42.219.147.125,628,0,2
629,42.219.147.118,628,0,2
628,42.219.159.233,627,0,2
628,42.219.155.8,611,16,0
628,42.219.155.42,627,0,2
628,42.219.152.221,627,0,2
628,42.219.152.186,627,0,2
628,42.219.151.186,627,0,2
628,42.219.150.242,627,0,2
628,42.219.150.175,627,0,2
628,42.219.149.207,627,0,2
628,42.219.146.225,627,0,2
628,42.219.146.161,627,0,2
628,42.219.146.130,627,0,2
628,42.219.144.187,627,0,2
627,42.219.159.137,626,0,2
627,42.219.157.43,626,0,2
627,42.219.157.114,626,0,2
627,42.219.156.238,626,0,2
627,42.219.154.86,626,0,2
627,42.219.154.48,626,0,2
627,42.219.152.212,626,0,2
627,42.219.151.210,626,0,2
627,42.219.150.195,626,0,2
627,42.219.150.173,626,0,2
627,42.219.150.166,626,0,2
627,42.219.149.251,626,0,2
627,42.219.149.245,626,0,2
627,42.219.149.228,626,0,2
627,42.219.148.8,626,0,2
627,42.219.148.16,626,0,2
627,42.219.147.97,626,0,2
627,42.219.147.38,626,0,2
627,42.219.147.34,626,0,2
627,42.219.146.102,626,0,2
627,42.219.144.94,626,0,2
626,42.219.159.37,625,0,2
626,42.219.159.253,625,0,2
626,42.219.159.146,625,0,2
626,42.219.158.153,625,0,2
626,42.219.157.51,625,0,2
626,42.219.156.147,625,0,2
626,42.219.152.166,625,0,2
626,42.219.149.104,625,0,2
626,42.219.148.76,625,0,2
626,42.219.148.48,625,0,2
626,42.219.148.36,625,0,2
626,42.219.148.19,625,0,2
626,42.219.148.112,625,0,2
626,42.219.147.9,625,0,2
626,42.219.147.116,625,0,2
626,42.219.146.95,625,0,2
626,42.219.146.92,625,0,2
626,42.219.146.134,625,0,2
626,42.219.144.219,625,0,2
626,42.219.144.194,625,0,2
625,42.219.154.64,624,0,2
625,42.219.153.88,615,8,0
625,42.219.152.155,624,0,2
625,42.219.150.229,624,0,2
625,42.219.150.213,624,0,2
625,42.219.148.82,624,0,2
625,42.219.148.80,624,0,2
625,42.219.148.114,624,0,2
625,42.219.146.107,624,0,2
625,42.219.145.2,624,0,2
625,42.219.144.230,624,0,2
625,42.219.144.181,624,0,2
624,42.219.158.201,623,0,2
624,42.219.156.207,623,0,2
624,42.219.155.71,623,0,2
624,42.219.152.141,623,0,2
624,42.219.151.204,623,0,2
624,42.219.150.181,623,0,2
624,42.219.149.215,623,0,2
624,42.219.149.142,623,0,2
624,42.219.148.73,623,0,2
624,42.219.148.64,623,0,2
624,42.219.148.22,623,0,2
624,42.219.148.21,623,0,2
624,42.219.147.46,623,0,2
624,42.219.146.59,623,0,2
624,42.219.145.117,623,0,2
624,42.219.144.169,623,0,2
623,42.219.158.146,622,0,2
623,42.219.157.47,622,0,2
623,42.219.157.31,598,23,0
623,42.219.156.209,622,0,2
623,42.219.152.222,622,0,2
623,42.219.152.215,622,0,2
623,42.219.151.58,622,0,2
623,42.219.151.233,622,0,2
623,42.219.150.243,622,0,2
623,42.219.150.200,622,0,2
623,42.219.148.24,622,0,2
623,42.219.148.104,622,0,2
623,42.219.147.67,622,0,2
623,42.219.146.224,622,0,2
623,42.219.146.138,622,0,2
623,42.219.144.22,622,0,2
623,42.219.144.166,622,0,2
623,42.219.144.128,622,0,2
622,42.219.159.235,621,0,2
622,42.219.157.89,621,0,2
622,42.219.154.41,621,0,2
622,42.219.154.11,621,0,2
622,42.219.152.29,573,47,0
622,42.219.152.231,621,0,2
622,42.219.150.172,621,0,2
622,42.219.150.139,621,0,2
622,42.219.149.135,621,0,2
622,42.219.148.94,621,0,2
622,42.219.148.1,621,0,2
622,42.219.147.77,621,0,2
622,42.219.147.223,621,0,2
622,42.219.147.110,621,0,2
622,42.219.147.104,621,0,2
622,42.219.146.29,621,0,2
622,42.219.146.230,621,0,2
622,42.219.146.109,621,0,2
622,42.219.146.104,621,0,2
622,42.219.145.127,621,0,2
622,42.219.145.11,621,0,2
621,42.219.158.148,620,0,2
621,42.219.157.35,620,0,2
621,42.219.156.181,620,0,2
621,42.219.156.131,620,0,2
621,42.219.155.80,620,0,2
621,42.219.152.164,620,0,2
621,42.219.152.159,620,0,2
621,42.219.151.83,620,0,2
621,42.219.151.219,620,0,2
621,42.219.151.202,620,0,2
621,42.219.149.189,620,0,2
621,42.219.148.37,620,0,2
621,42.219.147.90,620,0,2
621,42.219.147.85,620,0,2
621,42.219.147.79,620,0,2
621,42.219.147.54,620,0,2
621,42.219.146.6,620,0,2
621,42.219.146.152,620,0,2
621,42.219.146.101,620,0,2
621,42.219.144.138,620,0,2
620,42.219.158.241,619,0,2
620,42.219.158.140,619,0,2
620,42.219.157.81,619,0,2
620,42.219.157.72,619,0,2
620,42.219.157.59,619,0,2
620,42.219.156.206,619,0,2
620,42.219.156.168,619,0,2
620,42.219.154.50,619,0,2
620,42.219.154.1,619,0,2
620,42.219.152.43,619,0,2
620,42.219.152.216,619,0,2
620,42.219.152.197,619,0,2
620,42.219.149.131,619,0,2
620,42.219.148.78,619,0,2
620,42.219.148.43,619,0,2
620,42.219.147.75,619,0,2
620,42.219.147.4,619,0,2
620,42.219.147.101,619,0,2
620,42.219.146.82,619,0,2
620,42.219.146.190,619,0,2
620,42.219.146.169,619,0,2
620,42.219.146.154,619,0,2
620,42.219.145.78,619,0,2
620,42.219.144.191,619,0,2
619,42.219.158.232,618,0,2
619,42.219.157.85,618,0,2
619,42.219.157.110,618,0,2
619,42.219.156.174,618,0,2
619,42.219.155.117,618,0,2
619,42.219.154.0,618,0,2
619,42.219.152.144,618,0,2
619,42.219.150.135,618,0,2
619,42.219.149.244,618,0,2
619,42.219.149.128,618,0,2
619,42.219.148.91,618,0,2
619,42.219.148.39,618,0,2
619,42.219.148.31,618,0,2
619,42.219.146.26,618,0,2
619,42.219.145.99,618,0,2
619,42.219.145.74,618,0,2
618,42.219.159.212,617,0,2
618,42.219.157.67,617,0,2
618,42.219.157.111,617,0,2
618,42.219.156.141,617,0,2
618,42.219.156.130,617,0,2
618,42.219.155.55,617,0,2
618,42.219.155.125,617,0,2
618,42.219.155.122,617,0,2
618,42.219.154.79,617,0,2
618,42.219.154.7,617,0,2
618,42.219.152.133,617,0,2
618,42.219.151.232,617,0,2
618,42.219.151.194,617,0,2
618,42.219.149.190,617,0,2
618,42.219.149.179,617,0,2
618,42.219.149.150,617,0,2
618,42.219.147.253,617,0,2
618,42.219.147.188,617,0,2
618,42.219.146.42,617,0,2
618,42.219.146.236,617,0,2
618,42.219.146.178,617,0,2
618,42.219.145.56,617,0,2
618,42.219.145.45,617,0,2
617,42.219.159.150,616,0,2
617,42.219.158.208,616,0,2
617,42.219.158.182,616,0,2
617,42.219.156.234,616,0,2
617,42.219.156.162,616,0,2
617,42.219.155.32,616,0,2
617,42.219.155.14,616,0,2
617,42.219.154.85,616,0,2
617,42.219.152.239,616,0,2
617,42.219.151.236,616,0,2
617,42.219.151.199,616,0,2
617,42.219.151.176,616,0,2
617,42.219.151.148,616,0,2
617,42.219.150.141,616,0,2
617,42.219.149.235,616,0,2
617,42.219.149.163,616,0,2
617,42.219.149.152,616,0,2
617,42.219.148.47,616,0,2
617,42.219.148.3,616,0,2
617,42.219.148.123,616,0,2
617,42.219.147.107,616,0,2
617,42.219.146.97,616,0,2
617,42.219.146.61,616,0,2
617,42.219.146.231,616,0,2
617,42.219.146.113,616,0,2
617,42.219.145.94,616,0,2
617,42.219.145.120,616,0,2
617,42.219.144.252,616,0,2
617,42.219.144.209,616,0,2
617,42.219.144.173,616,0,2
617,42.219.144.167,616,0,2
616,42.219.159.193,616,0,2
616,42.219.158.230,615,0,2
616,42.219.157.76,615,0,2
616,42.219.157.75,615,0,2
616,42.219.157.52,615,0,2
616,42.219.156.170,615,0,2
616,42.219.153.196,582,32,0
616,42.219.152.190,615,0,2
616,42.219.152.137,615,0,2
616,42.219.151.223,615,0,2
616,42.219.150.176,615,0,2
616,42.219.149.29,615,0,2
616,42.219.149.240,615,0,2
616,42.219.149.174,615,0,2
616,42.219.149.151,615,0,2
616,42.219.148.74,615,0,2
616,42.219.148.106,615,0,2
616,42.219.147.25,615,0,2
616,42.219.146.80,615,0,2
616,42.219.146.252,615,0,2
616,42.219.145.73,615,0,2
616,42.219.145.48,615,0,2
616,42.219.145.147,615,0,2
616,42.219.144.224,615,0,2
616,42.219.144.190,615,0,2
615,42.219.157.57,614,0,2
615,42.219.156.155,614,0,2
615,42.219.151.46,614,0,2
615,42.219.151.22,585,0,2
615,42.219.150.220,614,0,2
615,42.219.150.144,614,0,2
615,42.219.149.197,614,0,2
615,42.219.149.154,614,0,2
615,42.219.148.72,614,0,2
615,42.219.148.68,614,0,2
615,42.219.148.11,614,0,2
615,42.219.147.3,614,0,2
615,42.219.146.83,614,0,2
615,42.219.146.76,614,0,2
615,42.219.146.37,614,0,2
615,42.219.146.105,614,0,2
615,42.219.144.236,614,0,2
614,42.219.158.234,613,0,2
614,42.219.158.207,613,0,2
614,42.219.156.191,613,0,2
614,42.219.155.0,613,0,2
614,42.219.152.227,613,0,2
614,42.219.152.151,613,0,2
614,42.219.151.231,613,0,2
614,42.219.150.237,613,0,2
614,42.219.150.228,613,0,2
614,42.219.150.167,613,0,2
614,42.219.150.133,612,0,2
614,42.219.149.70,614,0,2
614,42.219.149.238,613,0,2
614,42.219.149.181,613,0,2
614,42.219.148.33,613,0,2
614,42.219.148.26,613,0,2
614,42.219.148.23,613,0,2
614,42.219.148.120,613,0,2
614,42.219.147.88,613,0,2
614,42.219.147.62,613,0,2
614,42.219.145.32,613,0,2
614,42.219.145.100,613,0,2
614,42.219.144.203,613,0,2
614,42.219.144.133,613,0,2
613,42.219.158.166,612,0,2
613,42.219.157.26,587,24,0
613,42.219.154.74,612,0,2
613,42.219.154.2,612,0,2
613,42.219.152.56,612,0,2
613,42.219.151.180,612,0,2
613,42.219.150.233,612,0,2
613,42.219.150.168,612,0,2
613,42.219.149.222,612,0,2
613,42.219.149.192,612,0,2
613,42.219.149.161,612,0,2
613,42.219.148.96,612,0,2
613,42.219.148.95,612,0,2
613,42.219.148.87,612,0,2
613,42.219.148.59,612,0,2
613,42.219.148.49,612,0,2
613,42.219.148.32,612,0,2
613,42.219.148.127,612,0,2
613,42.219.147.68,612,0,2
613,42.219.146.118,612,0,2
613,42.219.144.243,612,0,2
613,42.219.144.202,612,0,2
612,42.219.159.134,611,0,2
612,42.219.157.94,611,0,2
612,42.219.156.235,611,0,2
612,42.219.156.177,611,0,2
612,42.219.154.81,610,1,0
612,42.219.153.126,611,0,2
612,42.219.151.136,611,0,2
612,42.219.149.219,611,0,2
612,42.219.149.204,611,0,2
612,42.219.149.171,611,0,2
612,42.219.149.162,611,0,2
612,42.219.149.156,611,0,2
612,42.219.149.132,611,0,2
612,42.219.148.9,611,0,2
612,42.219.148.184,612,0,2
612,42.219.147.35,611,0,2
612,42.219.147.29,611,0,2
612,42.219.147.122,611,0,2
612,42.219.146.8,611,0,2
612,42.219.146.79,611,0,2
612,42.219.146.75,611,0,2
612,42.219.146.47,611,0,2
612,42.219.146.248,611,0,2
612,42.219.146.127,611,0,2
612,42.219.145.244,611,0,2
612,42.219.144.50,611,0,2
611,42.219.158.128,610,0,2
611,42.219.157.216,610,0,2
611,42.219.156.49,610,0,2
611,42.219.156.205,610,0,2
611,42.219.153.127,610,0,2
611,42.219.152.234,610,0,2
611,42.219.151.255,610,0,2
611,42.219.151.250,610,0,2
611,42.219.151.25,610,0,2
611,42.219.151.245,610,0,2
611,42.219.151.140,610,0,2
611,42.219.150.226,610,0,2
611,42.219.149.39,610,0,2
611,42.219.149.241,610,0,2
611,42.219.149.224,610,0,2
611,42.219.149.211,610,0,2
611,42.219.148.99,610,0,2
611,42.219.148.6,610,0,2
611,42.219.148.57,610,0,2
611,42.219.147.99,610,0,2
611,42.219.147.64,610,0,2
611,42.219.146.99,610,0,2
611,42.219.145.71,610,0,2
611,42.219.145.216,610,0,2
611,42.219.144.145,610,0,2
610,42.219.159.224,609,0,2
610,42.219.159.215,609,0,2
610,42.219.158.248,609,0,2
610,42.219.158.130,609,0,2
610,42.219.157.98,609,0,2
610,42.219.156.252,609,0,2
610,42.219.156.136,609,0,2
610,42.219.155.24,609,0,2
610,42.219.152.45,609,0,2
610,42.219.152.178,609,0,2
610,42.219.152.177,609,0,2
610,42.219.152.148,609,0,2
610,42.219.152.134,609,0,2
610,42.219.152.128,609,0,2
610,42.219.149.248,609,0,2
610,42.219.149.236,609,0,2
610,42.219.149.176,609,0,2
610,42.219.149.160,609,0,2
610,42.219.149.148,609,0,2
610,42.219.149.144,609,0,2
610,42.219.148.60,609,0,2
610,42.219.148.105,609,0,2
610,42.219.147.41,609,0,2
610,42.219.147.13,609,0,2
610,42.219.146.16,609,0,2
610,42.219.146.159,609,0,2
610,42.219.146.116,609,0,2
610,42.219.145.89,609,0,2
610,42.219.145.206,609,0,2
609,42.219.159.139,608,0,2
609,42.219.156.254,608,0,2
609,42.219.156.154,608,0,2
609,42.219.154.66,608,0,2
609,42.219.151.240,608,0,2
609,42.219.151.128,608,0,2
609,42.219.150.131,608,0,2
609,42.219.149.210,608,0,2
609,42.219.149.202,608,0,2
609,42.219.149.183,608,0,2
609,42.219.149.157,608,0,2
609,42.219.149.149,608,0,2
609,42.219.149.141,608,0,2
609,42.219.148.86,608,0,2
609,42.219.148.61,608,0,2
609,42.219.148.35,608,0,2
609,42.219.148.117,608,0,2
609,42.219.146.33,608,0,2
609,42.219.146.173,608,0,2
609,42.219.145.102,608,0,2
609,42.219.144.143,608,0,2
609,42.219.144.132,608,0,2
608,42.219.158.167,607,0,2
608,42.219.155.38,607,0,2
608,42.219.154.88,607,0,2
608,42.219.154.60,607,0,2
608,42.219.154.127,607,0,2
608,42.219.153.138,607,0,2
608,42.219.151.227,607,0,2
608,42.219.151.191,607,0,2
608,42.219.151.182,607,0,2
608,42.219.151.131,607,0,2
608,42.219.150.50,607,0,2
608,42.219.149.195,607,0,2
608,42.219.149.143,607,0,2
608,42.219.148.29,607,0,2
608,42.219.147.78,607,0,2
608,42.219.146.45,607,0,2
608,42.219.146.205,607,0,2
607,42.219.158.198,606,0,2
607,42.219.158.195,606,0,2
607,42.219.157.158,606,0,2
607,42.219.156.143,606,0,2
607,42.219.155.74,606,0,2
607,42.219.153.19,606,0,2
607,42.219.153.157,606,0,2
607,42.219.152.18,606,0,2
607,42.219.151.138,606,0,2
607,42.219.149.232,606,0,2
607,42.219.149.225,606,0,2
607,42.219.149.216,606,0,2
607,42.219.149.199,606,0,2
607,42.219.149.177,606,0,2
607,42.219.149.166,606,0,2
607,42.219.148.92,606,0,2
607,42.219.148.102,606,0,2
607,42.219.147.23,606,0,2
607,42.219.147.117,606,0,2
607,42.219.147.1,606,0,2
607,42.219.146.84,606,0,2
607,42.219.146.246,606,0,2
607,42.219.146.150,606,0,2
607,42.219.145.3,606,0,2
606,42.219.159.131,605,0,2
606,42.219.158.221,605,0,2
606,42.219.158.185,605,0,2
606,42.219.157.45,605,0,2
606,42.219.155.98,605,0,2
606,42.219.155.15,605,0,2
606,42.219.154.211,605,0,2
606,42.219.152.135,605,0,2
606,42.219.151.253,605,0,2
606,42.219.150.64,605,0,2
606,42.219.150.209,605,0,2
606,42.219.149.252,605,0,2
606,42.219.149.208,605,0,2
606,42.219.149.191,605,0,2
606,42.219.147.91,605,0,2
606,42.219.147.87,605,0,2
606,42.219.147.8,605,0,2
606,42.219.147.30,605,0,2
606,42.219.147.109,605,0,2
606,42.219.146.46,605,0,2
606,42.219.146.19,605,0,2
606,42.219.146.124,605,0,2
606,42.219.145.27,605,0,2
606,42.219.145.101,605,0,2
606,42.219.144.162,605,0,2
605,42.219.158.159,604,0,2
605,42.219.157.54,604,0,2
605,42.219.153.148,573,30,0
605,42.219.151.117,604,0,2
605,42.219.150.218,604,0,2
605,42.219.150.214,604,0,2
605,42.219.150.143,604,0,2
605,42.219.149.221,604,0,2
605,42.219.149.205,604,0,2
605,42.219.149.101,604,0,2
605,42.219.147.95,604,0,2
605,42.219.146.25,604,0,2
605,42.219.146.218,604,0,2
605,42.219.146.17,604,0,2
605,42.219.146.125,604,0,2
605,42.219.144.245,604,0,2
605,42.219.144.134,604,0,2
605,42.219.144.122,604,0,2
604,42.219.159.211,603,0,2
604,42.219.158.88,603,0,2
604,42.219.158.158,603,0,2
604,42.219.157.79,603,0,2
604,42.219.157.120,603,0,2
604,42.219.154.78,603,0,2
604,42.219.153.106,603,0,2
604,42.219.152.245,603,0,2
604,42.219.152.218,603,0,2
604,42.219.152.179,603,0,2
604,42.219.152.125,603,0,2
604,42.219.150.206,603,0,2
604,42.219.149.188,603,0,2
604,42.219.148.44,603,0,2
604,42.219.148.121,603,0,2
604,42.219.147.11,603,0,2
604,42.219.146.98,603,0,2
604,42.219.146.96,603,0,2
604,42.219.146.51,603,0,2
604,42.219.146.20,603,0,2
604,42.219.146.2,603,0,2
604,42.219.145.61,603,0,2
604,42.219.145.43,603,0,2
604,42.219.145.12,603,0,2
604,42.219.144.33,603,0,2
604,42.219.144.131,603,0,2
603,42.219.159.246,602,0,2
603,42.219.159.223,602,0,2
603,42.219.158.155,602,0,2
603,42.219.152.54,602,0,2
603,42.219.152.226,602,0,2
603,42.219.152.192,602,0,2
603,42.219.151.246,602,0,2
603,42.219.151.18,602,0,2
603,42.219.151.173,602,0,2
603,42.219.151.144,602,0,2
603,42.219.151.119,602,0,2
603,42.219.150.225,602,0,2
603,42.219.150.211,602,0,2
603,42.219.149.10,602,0,2
603,42.219.148.125,602,0,2
603,42.219.148.111,602,0,2
603,42.219.147.74,602,0,2
603,42.219.147.65,602,0,2
603,42.219.147.20,602,0,2
603,42.219.147.130,602,0,2
603,42.219.146.63,602,0,2
603,42.219.146.52,602,0,2
603,42.219.146.100,602,0,2
603,42.219.145.246,602,0,2
603,42.219.144.8,602,0,2
602,42.219.159.251,601,0,2
602,42.219.156.183,601,0,2
602,42.219.156.144,601,0,2
602,42.219.155.186,601,0,2
602,42.219.153.188,601,0,2
602,42.219.151.168,601,0,2
602,42.219.150.147,601,0,2
602,42.219.149.253,601,0,2
602,42.219.148.75,601,0,2
602,42.219.148.71,601,0,2
602,42.219.148.70,601,0,2
602,42.219.148.66,601,0,2
602,42.219.148.54,601,0,2
602,42.219.148.38,601,0,2
602,42.219.148.109,601,0,2
602,42.219.147.55,601,0,2
602,42.219.147.42,601,0,2
602,42.219.147.126,601,0,2
602,42.219.146.89,601,0,2
602,42.219.146.81,601,0,2
602,42.219.146.43,601,0,2
602,42.219.146.12,601,0,2
602,42.219.144.221,601,0,2
602,42.219.144.216,601,0,2
601,42.219.159.229,600,0,2
601,42.219.159.156,600,0,2
601,42.219.157.166,600,0,2
601,42.219.157.100,600,0,2
601,42.219.156.176,600,0,2
601,42.219.156.132,600,0,2
601,42.219.155.114,600,0,2
601,42.219.154.195,600,0,2
601,42.219.152.104,600,0,2
601,42.219.151.49,600,0,2
601,42.219.151.159,600,0,2
601,42.219.151.14,600,0,2
601,42.219.150.164,600,0,2
601,42.219.149.198,600,0,2
601,42.219.149.140,600,0,2
601,42.219.147.53,600,0,2
601,42.219.147.10,600,0,2
601,42.219.146.23,600,0,2
601,42.219.146.117,600,0,2
601,42.219.145.6,600,0,2
601,42.219.145.57,600,0,2
601,42.219.145.42,600,0,2
600,42.219.159.145,599,0,2
600,42.219.157.251,599,0,2
600,42.219.156.163,599,0,2
600,42.219.155.211,599,0,2
600,42.219.152.193,599,0,2
600,42.219.151.92,599,0,2
600,42.219.151.79,599,0,2
600,42.219.151.215,599,0,2
600,42.219.150.207,599,0,2
600,42.219.149.255,599,0,2
600,42.219.149.234,599,0,2
600,42.219.149.145,599,0,2
600,42.219.148.84,599,0,2
600,42.219.148.83,599,0,2
600,42.219.148.69,599,0,2
600,42.219.148.41,599,0,2
600,42.219.147.246,599,0,2
600,42.219.147.100,599,0,2
600,42.219.146.41,599,0,2
600,42.219.146.182,599,0,2
599,42.219.157.83,598,0,2
599,42.219.155.236,598,0,2
